Hamming,Manhattan,Mix,v0,v1
2,4,2.4,0.619551,-6.66752
2,3,2.3,1.21417,-7.13928
1,2,1.2,1.80879,-7.61104
1,1,1.1,2.40341,-8.0828
2,5,2.5,-1.40732,-5.94434
3,6,3.6,-0.812699,-6.4161
3,5,3.5,-0.218081,-6.88786
3,4,3.4,0.376538,-7.35962
2,3,2.3,0.971157,-7.83138
2,2,2.2,1.56578,-8.30314
2,4,2.4,-2.24495,-6.16467
3,5,3.5,-1.65033,-6.63643
3,6,3.6,-1.05571,-7.10819
3,5,3.5,-0.461093,-7.57995
2,4,2.4,0.133525,-8.05171
2,3,2.3,0.728144,-8.52347
2,3,2.3,-3.08258,-6.38501
3,4,3.4,-2.48796,-6.85677
3,5,3.5,-1.89334,-7.32853
3,6,3.6,-1.29872,-7.80029
2,5,2.5,-0.704106,-8.27205
2,4,2.4,-0.109487,-8.74381
1,2,1.2,-3.92021,-6.60534
2,3,2.3,-3.32559,-7.0771
2,4,2.4,-2.73097,-7.54886
2,5,2.5,-2.13636,-8.02062
2,4,2.4,-1.54174,-8.49238
1,3,1.3,-0.947119,-8.96414
1,1,1.1,-4.75784,-6.82568
2,2,2.2,-4.16322,-7.29744
2,3,2.3,-3.56861,-7.7692
2,4,2.4,-2.97399,-8.24096
1,3,1.3,-2.37937,-8.71272
2,4,2.4,-1.78475,-9.18448
1,5,1.5,-0.0469722,-7.27912
1,4,1.4,0.547646,-7.75088
1,3,1.3,1.14227,-8.22264
1,2,1.2,1.73688,-8.6944
1,1,1.1,2.3315,-9.16616
0,0,0,2.92612,-9.63792
1,4,1.4,-0.884604,-7.49946
2,5,2.5,-0.289985,-7.97122
2,4,2.4,0.304634,-8.44298
2,3,2.3,0.899252,-8.91474
2,2,2.2,1.49387,-9.3865
1,1,1.1,2.08849,-9.85826
1,3,1.3,-1.72223,-7.71979
2,4,2.4,-1.12762,-8.19155
2,5,2.5,-0.532998,-8.66331
2,4,2.4,0.061621,-9.13507
2,3,2.3,0.65624,-9.60683
1,2,1.2,1.25086,-10.0786
1,2,1.2,-2.55987,-7.94013
2,3,2.3,-1.96525,-8.41189
2,4,2.4,-1.37063,-8.88365
2,5,2.5,-0.77601,-9.35541
2,4,2.4,-0.181392,-9.82717
1,3,1.3,0.413227,-10.2989
1,1,1.1,-3.3975,-8.16046
2,2,2.2,-2.80288,-8.63222
2,3,2.3,-2.20826,-9.10398
2,4,2.4,-1.61364,-9.57574
2,5,2.5,-1.01902,-10.0475
1,4,1.4,-0.424404,-10.5193
0,0,0,-4.23513,-8.3808
1,1,1.1,-3.64051,-8.85256
1,2,1.2,-3.04589,-9.32432
1,3,1.3,-2.45127,-9.79608
1,4,1.4,-1.85665,-10.2678
1,5,1.5,-1.26204,-10.7396
1,4,1.4,0.475742,-8.83424
1,3,1.3,1.07036,-9.306
1,2,1.2,1.66498,-9.77776
1,1,1.1,2.2596,-10.2495
0,0,0,2.85422,-10.7213
1,1,1.1,3.44884,-11.193
1,3,1.3,-0.361889,-9.05458
2,4,2.4,0.232729,-9.52634
2,3,2.3,0.827348,-9.9981
2,2,2.2,1.42197,-10.4699
1,1,1.1,2.01659,-10.9416
2,2,2.2,2.6112,-11.4134
1,2,1.2,-1.19952,-9.27491
2,3,2.3,-0.604902,-9.74667
2,4,2.4,-0.0102834,-10.2184
2,3,2.3,0.584335,-10.6902
1,2,1.2,1.17895,-11.162
2,3,2.3,1.77357,-11.6337
1,1,1.1,-2.03715,-9.49525
2,2,2.2,-1.44253,-9.96701
2,3,2.3,-0.847915,-10.4388
2,4,2.4,-0.253296,-10.9105
1,3,1.3,0.341323,-11.3823
2,4,2.4,0.935941,-11.854
0,0,0,-2.87478,-9.71558
1,1,1.1,-2.28016,-10.1873
1,2,1.2,-1.68555,-10.6591
1,3,1.3,-1.09093,-11.1309
1,4,1.4,-0.496309,-11.6026
1,5,1.5,0.0983099,-12.0744
1,1,1.1,-3.71241,-9.93592
2,2,2.2,-3.1178,-10.4077
2,3,2.3,-2.52318,-10.8794
2,4,2.4,-1.92856,-11.3512
1,5,1.5,-1.33394,-11.823
2,6,2.6,-0.739321,-12.2947
2,8,2.8,-2.05717,-0.793796
2,7,2.7,-1.46255,-1.26556
2,6,2.6,-0.867931,-1.73732
1,5,1.5,-0.273312,-2.20908
2,4,2.4,0.321306,-2.68083
1,3,1.3,0.915925,-3.15259
2,7,2.7,-2.8948,-1.01413
2,6,2.6,-2.30018,-1.48589
2,5,2.5,-1.70556,-1.95765
1,4,1.4,-1.11094,-2.42941
2,3,2.3,-0.516325,-2.90117
1,2,1.2,0.0782936,-3.37293
2,6,2.6,-3.73243,-1.23447
2,5,2.5,-3.13781,-1.70622
2,4,2.4,-2.54319,-2.17798
1,3,1.3,-1.94857,-2.64974
2,2,2.2,-1.35396,-3.1215
1,1,1.1,-0.759338,-3.59326
1,5,1.5,-4.57006,-1.4548
1,4,1.4,-3.97544,-1.92656
1,3,1.3,-3.38082,-2.39832
1,2,1.2,-2.78621,-2.87008
1,1,1.1,-2.19159,-3.34184
0,0,0,-1.59697,-3.8136
2,4,2.4,-5.40769,-1.67513
2,3,2.3,-4.81307,-2.14689
2,2,2.2,-4.21846,-2.61865
1,1,1.1,-3.62384,-3.09041
2,2,2.2,-3.02922,-3.56217
1,1,1.1,-2.4346,-4.03393
1,3,1.3,-6.24532,-1.89547
1,2,1.2,-5.65071,-2.36723
1,1,1.1,-5.05609,-2.83899
0,0,0,-4.46147,-3.31075
1,1,1.1,-3.86685,-3.78251
1,2,1.2,-3.27223,-4.25427
2,7,2.7,-1.53445,-2.34892
2,6,2.6,-0.939835,-2.82067
2,5,2.5,-0.345217,-3.29243
1,4,1.4,0.249402,-3.76419
2,3,2.3,0.844021,-4.23595
1,2,1.2,1.43864,-4.70771
2,6,2.6,-2.37209,-2.56925
3,7,3.7,-1.77747,-3.04101
3,6,3.6,-1.18285,-3.51277
2,5,2.5,-0.588229,-3.98453
3,4,3.4,0.00638925,-4.45629
2,3,2.3,0.601008,-4.92805
2,5,2.5,-3.20972,-2.78958
3,6,3.6,-2.6151,-3.26134
3,5,3.5,-2.02048,-3.7331
2,4,2.4,-1.42586,-4.20486
3,3,3.3,-0.831242,-4.67662
2,2,2.2,-0.236623,-5.14838
1,4,1.4,-4.04735,-3.00992
2,5,2.5,-3.45273,-3.48168
2,4,2.4,-2.85811,-3.95344
2,3,2.3,-2.26349,-4.4252
2,2,2.2,-1.66887,-4.89696
1,1,1.1,-1.07425,-5.36872
2,3,2.3,-4.88498,-3.23025
3,4,3.4,-4.29036,-3.70201
3,3,3.3,-3.69574,-4.17377
2,2,2.2,-3.10112,-4.64553
3,3,3.3,-2.5065,-5.11729
2,2,2.2,-1.91189,-5.58905
1,2,1.2,-5.72261,-3.45059
2,3,2.3,-5.12799,-3.92235
2,2,2.2,-4.53337,-4.39411
1,1,1.1,-3.93875,-4.86587
2,2,2.2,-3.34414,-5.33763
2,3,2.3,-2.74952,-5.80939
2,6,2.6,-1.01174,-3.90403
2,5,2.5,-0.417121,-4.37579
2,4,2.4,0.177498,-4.84755
1,3,1.3,0.772116,-5.31931
2,2,2.2,1.36673,-5.79107
1,1,1.1,1.96135,-6.26283
2,5,2.5,-1.84937,-4.12437
3,6,3.6,-1.25475,-4.59613
3,5,3.5,-0.660134,-5.06789
2,4,2.4,-0.0655151,-5.53965
3,3,3.3,0.529103,-6.01141
2,2,2.2,1.12372,-6.48317
2,4,2.4,-2.687,-4.3447
3,5,3.5,-2.09238,-4.81646
3,6,3.6,-1.49777,-5.28822
2,5,2.5,-0.903146,-5.75998
3,4,3.4,-0.308528,-6.23174
2,3,2.3,0.286091,-6.7035
1,3,1.3,-3.52463,-4.56504
2,4,2.4,-2.93001,-5.0368
2,5,2.5,-2.3354,-5.50856
2,4,2.4,-1.74078,-5.98032
2,3,2.3,-1.14616,-6.45208
1,2,1.2,-0.55154,-6.92384
2,2,2.2,-4.36226,-4.78537
3,3,3.3,-3.76765,-5.25713
3,4,3.4,-3.17303,-5.72889
2,3,2.3,-2.57841,-6.20065
3,4,3.4,-1.98379,-6.67241
2,3,2.3,-1.38917,-7.14417
1,1,1.1,-5.1999,-5.00571
2,2,2.2,-4.60528,-5.47747
2,3,2.3,-4.01066,-5.94923
1,2,1.2,-3.41604,-6.42099
2,3,2.3,-2.82142,-6.89275
2,4,2.4,-2.2268,-7.36451
1,5,1.5,-0.489025,-5.45915
1,4,1.4,0.105593,-5.93091
1,3,1.3,0.700212,-6.40267
1,2,1.2,1.29483,-6.87443
1,1,1.1,1.88945,-7.34619
0,0,0,2.48407,-7.81795
1,4,1.4,-1.32666,-5.67949
2,5,2.5,-0.732038,-6.15125
2,4,2.4,-0.13742,-6.62301
2,3,2.3,0.457199,-7.09477
2,2,2.2,1.05182,-7.56653
1,1,1.1,1.64644,-8.03829
1,3,1.3,-2.16429,-5.89982
2,4,2.4,-1.56967,-6.37158
2,5,2.5,-0.975051,-6.84334
2,4,2.4,-0.380432,-7.3151
2,3,2.3,0.214186,-7.78686
1,2,1.2,0.808805,-8.25862
1,2,1.2,-3.00192,-6.12016
2,3,2.3,-2.4073,-6.59192
2,4,2.4,-1.81268,-7.06368
2,5,2.5,-1.21806,-7.53544
2,4,2.4,-0.623445,-8.0072
1,3,1.3,-0.0288263,-8.47896
1,1,1.1,-3.83955,-6.34049
2,2,2.2,-3.24493,-6.81225
2,3,2.3,-2.65031,-7.28401
2,4,2.4,-2.05569,-7.75577
2,5,2.5,-1.46108,-8.22753
1,4,1.4,-0.866458,-8.69929
0,0,0,-4.67718,-6.56083
1,1,1.1,-4.08256,-7.03259
1,2,1.2,-3.48794,-7.50435
1,3,1.3,-2.89333,-7.97611
1,4,1.4,-2.29871,-8.44787
1,5,1.5,-1.70409,-8.91963
2,4,2.4,0.0336888,-7.01427
2,3,2.3,0.628307,-7.48603
2,2,2.2,1.22293,-7.95779
1,1,1.1,1.81754,-8.42955
2,2,2.2,2.41216,-8.90131
1,1,1.1,3.00678,-9.37307
2,3,2.3,-0.803943,-7.23461
3,4,3.4,-0.209324,-7.70637
3,3,3.3,0.385295,-8.17813
2,2,2.2,0.979913,-8.64989
3,3,3.3,1.57453,-9.12165
2,2,2.2,2.16915,-9.59341
2,2,2.2,-1.64157,-7.45494
3,3,3.3,-1.04696,-7.9267
3,4,3.4,-0.452337,-8.39846
2,3,2.3,0.142282,-8.87022
3,4,3.4,0.736901,-9.34198
2,3,2.3,1.33152,-9.81374
1,1,1.1,-2.47921,-7.67528
2,2,2.2,-1.88459,-8.14704
2,3,2.3,-1.28997,-8.6188
2,4,2.4,-0.695349,-9.09056
2,5,2.5,-0.100731,-9.56232
1,4,1.4,0.493888,-10.0341
2,2,2.2,-3.31684,-7.89561
3,3,3.3,-2.72222,-8.36737
3,4,3.4,-2.1276,-8.83913
2,5,2.5,-1.53298,-9.31089
3,6,3.6,-0.938362,-9.78265
2,5,2.5,-0.343743,-10.2544
1,1,1.1,-4.15447,-8.11595
2,2,2.2,-3.55985,-8.58771
2,3,2.3,-2.96523,-9.05947
1,4,1.4,-2.37061,-9.53123
2,5,2.5,-1.77599,-10.003
2,6,2.6,-1.18137,-10.4747
1,3,1.3,0.556403,-8.56939
1,2,1.2,1.15102,-9.04115
1,1,1.1,1.74564,-9.51291
0,0,0,2.34026,-9.98467
1,1,1.1,2.93488,-10.4564
1,2,1.2,3.5295,-10.9282
1,2,1.2,-0.281228,-8.78973
2,3,2.3,0.31339,-9.26149
2,2,2.2,0.908009,-9.73325
1,1,1.1,1.50263,-10.205
2,2,2.2,2.09725,-10.6768
2,3,2.3,2.69186,-11.1485
1,1,1.1,-1.11886,-9.01006
2,2,2.2,-0.524241,-9.48182
2,3,2.3,0.0703777,-9.95358
1,2,1.2,0.664996,-10.4253
2,3,2.3,1.25961,-10.8971
2,4,2.4,1.85423,-11.3689
0,0,0,-1.95649,-9.2304
1,1,1.1,-1.36187,-9.70216
1,2,1.2,-0.767254,-10.1739
1,3,1.3,-0.172635,-10.6457
1,4,1.4,0.421984,-11.1174
1,5,1.5,1.0166,-11.5892
1,1,1.1,-2.79412,-9.45073
2,2,2.2,-2.1995,-9.92249
2,3,2.3,-1.60488,-10.3943
1,4,1.4,-1.01027,-10.866
2,5,2.5,-0.415648,-11.3378
2,6,2.6,0.178971,-11.8095
1,2,1.2,-3.63175,-9.67107
2,3,2.3,-3.03713,-10.1428
2,4,2.4,-2.44252,-10.6146
1,5,1.5,-1.8479,-11.0863
2,6,2.6,-1.25328,-11.5581
2,7,2.7,-0.65866,-12.0299
2,7,2.7,-1.97651,-0.528946
2,6,2.6,-1.38189,-1.00071
2,5,2.5,-0.78727,-1.47247
1,4,1.4,-0.192651,-1.94423
1,3,1.3,0.401967,-2.41599
2,4,2.4,0.996586,-2.88775
2,6,2.6,-2.81414,-0.749281
2,5,2.5,-2.21952,-1.22104
2,4,2.4,-1.6249,-1.6928
1,3,1.3,-1.03028,-2.16456
1,2,1.2,-0.435664,-2.63632
2,3,2.3,0.158955,-3.10808
2,5,2.5,-3.65177,-0.969616
2,4,2.4,-3.05715,-1.44138
2,3,2.3,-2.46253,-1.91314
1,2,1.2,-1.86791,-2.3849
1,1,1.1,-1.2733,-2.85666
2,2,2.2,-0.678677,-3.32841
1,4,1.4,-4.4894,-1.18995
1,3,1.3,-3.89478,-1.66171
1,2,1.2,-3.30016,-2.13347
1,1,1.1,-2.70555,-2.60523
0,0,0,-2.11093,-3.07699
1,1,1.1,-1.51631,-3.54875
1,3,1.3,-5.32703,-1.41029
1,2,1.2,-4.73241,-1.88205
1,1,1.1,-4.1378,-2.35381
0,0,0,-3.54318,-2.82556
1,1,1.1,-2.94856,-3.29732
1,2,1.2,-2.35394,-3.76908
2,4,2.4,-6.16466,-1.63062
2,3,2.3,-5.57005,-2.10238
2,2,2.2,-4.97543,-2.57414
1,1,1.1,-4.38081,-3.0459
1,2,1.2,-3.78619,-3.51766
2,3,2.3,-3.19157,-3.98942
2,6,2.6,-1.45379,-2.08407
2,5,2.5,-0.859174,-2.55583
2,4,2.4,-0.264556,-3.02759
1,3,1.3,0.330063,-3.49935
1,2,1.2,0.924682,-3.97111
2,3,2.3,1.5193,-4.44286
2,5,2.5,-2.29142,-2.3044
3,6,3.6,-1.69681,-2.77616
3,5,3.5,-1.10219,-3.24792
2,4,2.4,-0.507568,-3.71968
2,3,2.3,0.0870503,-4.19144
3,4,3.4,0.681669,-4.6632
2,4,2.4,-3.12906,-2.52474
3,5,3.5,-2.53444,-2.9965
3,4,3.4,-1.93982,-3.46826
2,3,2.3,-1.3452,-3.94001
2,2,2.2,-0.750581,-4.41177
3,3,3.3,-0.155962,-4.88353
1,3,1.3,-3.96669,-2.74507
2,4,2.4,-3.37207,-3.21683
2,3,2.3,-2.77745,-3.68859
2,2,2.2,-2.18283,-4.16035
1,1,1.1,-1.58821,-4.63211
2,2,2.2,-0.993594,-5.10387
1,2,1.2,-4.80432,-2.9654
2,3,2.3,-4.2097,-3.43716
2,2,2.2,-3.61508,-3.90892
1,1,1.1,-3.02046,-4.38068
2,2,2.2,-2.42584,-4.85244
2,3,2.3,-1.83123,-5.3242
2,3,2.3,-5.64195,-3.18574
3,4,3.4,-5.04733,-3.6575
3,3,3.3,-4.45271,-4.12926
2,2,2.2,-3.85809,-4.60102
2,3,2.3,-3.26347,-5.07278
3,4,3.4,-2.66886,-5.54454
2,5,2.5,-0.931079,-3.63919
2,4,2.4,-0.33646,-4.11095
2,3,2.3,0.258159,-4.58271
1,2,1.2,0.852777,-5.05446
1,1,1.1,1.4474,-5.52622
2,2,2.2,2.04201,-5.99798
2,4,2.4,-1.76871,-3.85952
3,5,3.5,-1.17409,-4.33128
3,4,3.4,-0.579473,-4.80304
2,3,2.3,0.0151459,-5.2748
2,2,2.2,0.609764,-5.74656
3,3,3.3,1.20438,-6.21832
2,3,2.3,-2.60634,-4.07985
3,4,3.4,-2.01172,-4.55161
3,5,3.5,-1.4171,-5.02337
2,4,2.4,-0.822485,-5.49513
2,3,2.3,-0.227867,-5.96689
3,4,3.4,0.366752,-6.43865
1,2,1.2,-3.44397,-4.30019
2,3,2.3,-2.84935,-4.77195
2,4,2.4,-2.25474,-5.24371
2,3,2.3,-1.66012,-5.71547
1,2,1.2,-1.0655,-6.18723
2,3,2.3,-0.470879,-6.65899
1,1,1.1,-4.2816,-4.52052
2,2,2.2,-3.68699,-4.99228
2,3,2.3,-3.09237,-5.46404
1,2,1.2,-2.49775,-5.9358
2,3,2.3,-1.90313,-6.40756
2,4,2.4,-1.30851,-6.87932
2,2,2.2,-5.11924,-4.74086
3,3,3.3,-4.52462,-5.21262
3,4,3.4,-3.93,-5.68438
2,3,2.3,-3.33538,-6.15614
2,4,2.4,-2.74076,-6.6279
3,5,3.5,-2.14614,-7.09966
1,4,1.4,-0.408364,-5.1943
1,3,1.3,0.186254,-5.66606
1,2,1.2,0.780873,-6.13782
1,1,1.1,1.37549,-6.60958
0,0,0,1.97011,-7.08134
1,1,1.1,2.56473,-7.5531
1,3,1.3,-1.246,-5.41464
2,4,2.4,-0.651377,-5.8864
2,3,2.3,-0.0567585,-6.35816
2,2,2.2,0.53786,-6.82992
1,1,1.1,1.13248,-7.30168
2,2,2.2,1.7271,-7.77344
1,2,1.2,-2.08363,-5.63497
2,3,2.3,-1.48901,-6.10673
2,4,2.4,-0.89439,-6.57849
2,3,2.3,-0.299771,-7.05025
1,2,1.2,0.294847,-7.52201
2,3,2.3,0.889466,-7.99377
1,1,1.1,-2.92126,-5.85531
2,2,2.2,-2.32664,-6.32707
2,3,2.3,-1.73202,-6.79883
2,4,2.4,-1.1374,-7.27059
1,3,1.3,-0.542784,-7.74235
2,4,2.4,0.0518348,-8.21411
0,0,0,-3.75889,-6.07564
1,1,1.1,-3.16427,-6.5474
1,2,1.2,-2.56965,-7.01916
1,3,1.3,-1.97503,-7.49092
1,4,1.4,-1.38042,-7.96268
1,5,1.5,-0.785797,-8.43444
1,1,1.1,-4.59652,-6.29598
2,2,2.2,-4.0019,-6.76774
2,3,2.3,-3.40728,-7.2395
2,4,2.4,-2.81267,-7.71126
1,5,1.5,-2.21805,-8.18302
2,6,2.6,-1.62343,-8.65478
1,3,1.3,0.11435,-6.74942
1,2,1.2,0.708968,-7.22118
1,1,1.1,1.30359,-7.69294
0,0,0,1.89821,-8.1647
1,1,1.1,2.49282,-8.63646
1,2,1.2,3.08744,-9.10822
1,2,1.2,-0.723282,-6.96976
2,3,2.3,-0.128663,-7.44152
2,2,2.2,0.465956,-7.91328
1,1,1.1,1.06057,-8.38504
2,2,2.2,1.65519,-8.8568
2,3,2.3,2.24981,-9.32856
1,1,1.1,-1.56091,-7.19009
2,2,2.2,-0.966294,-7.66185
2,3,2.3,-0.371676,-8.13361
1,2,1.2,0.222943,-8.60537
2,3,2.3,0.817562,-9.07713
2,4,2.4,1.41218,-9.54889
0,0,0,-2.39854,-7.41043
1,1,1.1,-1.80393,-7.88219
1,2,1.2,-1.20931,-8.35395
1,3,1.3,-0.614688,-8.82571
1,4,1.4,-0.0200696,-9.29747
1,5,1.5,0.574549,-9.76923
1,1,1.1,-3.23618,-7.63076
2,2,2.2,-2.64156,-8.10252
2,3,2.3,-2.04694,-8.57428
1,4,1.4,-1.45232,-9.04604
2,5,2.5,-0.857701,-9.5178
2,6,2.6,-0.263082,-9.98956
1,2,1.2,-4.07381,-7.8511
2,3,2.3,-3.47919,-8.32286
2,4,2.4,-2.88457,-8.79462
1,5,1.5,-2.28995,-9.26638
2,6,2.6,-1.69533,-9.73814
2,7,2.7,-1.10071,-10.2099
2,4,2.4,0.637064,-8.30454
2,3,2.3,1.23168,-8.7763
2,2,2.2,1.8263,-9.24806
1,1,1.1,2.42092,-9.71982
1,2,1.2,3.01554,-10.1916
2,3,2.3,3.61016,-10.6633
2,3,2.3,-0.200567,-8.52488
3,4,3.4,0.394051,-8.99664
3,3,3.3,0.98867,-9.4684
2,2,2.2,1.58329,-9.94016
2,3,2.3,2.17791,-10.4119
3,4,3.4,2.77253,-10.8837
2,2,2.2,-1.0382,-8.74521
3,3,3.3,-0.44358,-9.21697
3,4,3.4,0.151039,-9.68873
2,3,2.3,0.745657,-10.1605
2,4,2.4,1.34028,-10.6323
3,5,3.5,1.93489,-11.104
1,1,1.1,-1.87583,-8.96555
2,2,2.2,-1.28121,-9.43731
2,3,2.3,-0.686593,-9.90907
2,4,2.4,-0.091974,-10.3808
1,5,1.5,0.502645,-10.8526
2,6,2.6,1.09726,-11.3243
1,2,1.2,-2.71346,-9.18588
2,3,2.3,-2.11884,-9.65764
2,4,2.4,-1.52422,-10.1294
1,5,1.5,-0.929605,-10.6012
2,6,2.6,-0.334987,-11.0729
2,7,2.7,0.259632,-11.5447
2,3,2.3,-3.55109,-9.40622
3,4,3.4,-2.95647,-9.87798
3,5,3.5,-2.36186,-10.3497
2,6,2.6,-1.76724,-10.8215
2,7,2.7,-1.17262,-11.2933
3,8,3.8,-0.577999,-11.765
4,11,4.11,-3.51188,-2.40062
3,10,3.1,-2.91727,-2.87238
4,9,4.9,-2.32265,-3.34414
3,8,3.8,-1.72803,-3.8159
3,7,3.7,-1.13341,-4.28766
3,6,3.6,-0.538791,-4.75942
3,10,3.1,-4.34952,-2.62096
3,9,3.9,-3.7549,-3.09272
3,8,3.8,-3.16028,-3.56448
2,7,2.7,-2.56566,-4.03624
2,6,2.6,-1.97104,-4.508
2,5,2.5,-1.37642,-4.97976
4,9,4.9,-5.18715,-2.84129
3,8,3.8,-4.59253,-3.31305
4,7,4.7,-3.99791,-3.78481
3,6,3.6,-3.40329,-4.25657
3,5,3.5,-2.80867,-4.72833
3,4,3.4,-2.21405,-5.20009
3,8,3.8,-6.02478,-3.06163
2,7,2.7,-5.43016,-3.53339
3,6,3.6,-4.83554,-4.00515
3,5,3.5,-4.24092,-4.47691
2,4,2.4,-3.6463,-4.94867
2,3,2.3,-3.05169,-5.42043
3,7,3.7,-6.86241,-3.28196
2,6,2.6,-6.26779,-3.75372
3,5,3.5,-5.67317,-4.22548
2,4,2.4,-5.07855,-4.69724
3,3,3.3,-4.48394,-5.169
2,2,2.2,-3.88932,-5.64076
3,6,3.6,-7.70004,-3.5023
2,5,2.5,-7.10542,-3.97406
3,4,3.4,-6.5108,-4.44582
2,3,2.3,-5.91619,-4.91758
2,2,2.2,-5.32157,-5.38934
3,3,3.3,-4.72695,-5.8611
3,10,3.1,-2.98917,-3.95574
3,9,3.9,-2.39455,-4.4275
3,8,3.8,-1.79993,-4.89926
2,7,2.7,-1.20531,-5.37102
2,6,2.6,-0.610696,-5.84278
2,5,2.5,-0.0160772,-6.31454
3,9,3.9,-3.8268,-4.17608
3,8,3.8,-3.23218,-4.64784
3,7,3.7,-2.63756,-5.1196
2,6,2.6,-2.04295,-5.59136
2,5,2.5,-1.44833,-6.06312
2,4,2.4,-0.853709,-6.53488
3,8,3.8,-4.66443,-4.39641
3,7,3.7,-4.06981,-4.86817
3,6,3.6,-3.4752,-5.33993
2,5,2.5,-2.88058,-5.81169
2,4,2.4,-2.28596,-6.28345
2,3,2.3,-1.69134,-6.75521
2,7,2.7,-5.50206,-4.61675
2,6,2.6,-4.90745,-5.08851
2,5,2.5,-4.31283,-5.56027
2,4,2.4,-3.71821,-6.03203
1,3,1.3,-3.12359,-6.50379
1,2,1.2,-2.52897,-6.97555
2,6,2.6,-6.3397,-4.83708
2,5,2.5,-5.74508,-5.30884
2,4,2.4,-5.15046,-5.7806
1,3,1.3,-4.55584,-6.25236
2,2,2.2,-3.96122,-6.72412
1,1,1.1,-3.3666,-7.19588
2,5,2.5,-7.17733,-5.05742
2,4,2.4,-6.58271,-5.52918
2,3,2.3,-5.98809,-6.00094
1,2,1.2,-5.39347,-6.4727
1,1,1.1,-4.79885,-6.94446
2,2,2.2,-4.20423,-7.41622
4,9,4.9,-2.46646,-5.51086
3,8,3.8,-1.87184,-5.98262
4,7,4.7,-1.27722,-6.45438
3,6,3.6,-0.6826,-6.92614
3,5,3.5,-0.0879816,-7.3979
3,4,3.4,0.506637,-7.86966
3,8,3.8,-3.30409,-5.7312
3,7,3.7,-2.70947,-6.20296
3,6,3.6,-2.11485,-6.67472
2,5,2.5,-1.52023,-7.14648
2,4,2.4,-0.925613,-7.61824
2,3,2.3,-0.330994,-8.09
4,7,4.7,-4.14172,-5.95153
3,6,3.6,-3.5471,-6.42329
4,7,4.7,-2.95248,-6.89505
3,6,3.6,-2.35786,-7.36681
3,5,3.5,-1.76324,-7.83857
3,4,3.4,-1.16863,-8.31033
3,6,3.6,-4.97935,-6.17187
2,5,2.5,-4.38473,-6.64363
3,6,3.6,-3.79011,-7.11539
3,5,3.5,-3.19549,-7.58715
2,4,2.4,-2.60088,-8.05891
2,3,2.3,-2.00626,-8.53067
3,5,3.5,-5.81698,-6.3922
2,4,2.4,-5.22236,-6.86396
3,5,3.5,-4.62774,-7.33572
2,4,2.4,-4.03313,-7.80748
3,3,3.3,-3.43851,-8.27924
2,2,2.2,-2.84389,-8.751
3,4,3.4,-6.65461,-6.61254
2,3,2.3,-6.05999,-7.0843
3,4,3.4,-5.46538,-7.55606
2,3,2.3,-4.87076,-8.02782
2,2,2.2,-4.27614,-8.49958
3,3,3.3,-3.68152,-8.97134
3,8,3.8,-1.94374,-7.06598
2,7,2.7,-1.34912,-7.53774
3,6,3.6,-0.754505,-8.0095
3,5,3.5,-0.159886,-8.48126
2,4,2.4,0.434733,-8.95302
2,3,2.3,1.02935,-9.42478
2,7,2.7,-2.78137,-7.28632
2,6,2.6,-2.18675,-7.75808
2,5,2.5,-1.59214,-8.22984
2,4,2.4,-0.997517,-8.7016
1,3,1.3,-0.402899,-9.17336
1,2,1.2,0.19172,-9.64512
3,6,3.6,-3.619,-7.50665
2,5,2.5,-3.02439,-7.97841
3,6,3.6,-2.42977,-8.45017
3,5,3.5,-1.83515,-8.92193
2,4,2.4,-1.24053,-9.39369
2,3,2.3,-0.645911,-9.86545
3,5,3.5,-4.45664,-7.72699
2,4,2.4,-3.86202,-8.19875
3,5,3.5,-3.2674,-8.67051
3,4,3.4,-2.67278,-9.14227
2,3,2.3,-2.07816,-9.61403
2,2,2.2,-1.48354,-10.0858
2,4,2.4,-5.29427,-7.94732
1,3,1.3,-4.69965,-8.41908
2,4,2.4,-4.10503,-8.89084
2,3,2.3,-3.51041,-9.3626
2,2,2.2,-2.91579,-9.83436
1,1,1.1,-2.32117,-10.3061
2,3,2.3,-6.1319,-8.16766
1,2,1.2,-5.53728,-8.63942
2,3,2.3,-4.94266,-9.11118
2,2,2.2,-4.34804,-9.58294
1,1,1.1,-3.75342,-10.0547
2,2,2.2,-3.15881,-10.5265
3,7,3.7,-1.42103,-8.6211
2,6,2.6,-0.826409,-9.09286
3,5,3.5,-0.23179,-9.56462
2,4,2.4,0.362828,-10.0364
3,3,3.3,0.957447,-10.5081
2,2,2.2,1.55207,-10.9799
2,6,2.6,-2.25866,-8.84144
2,5,2.5,-1.66404,-9.3132
2,4,2.4,-1.06942,-9.78496
1,3,1.3,-0.474803,-10.2567
2,2,2.2,0.119816,-10.7285
1,1,1.1,0.714434,-11.2002
3,5,3.5,-3.09629,-9.06177
2,4,2.4,-2.50167,-9.53353
3,5,3.5,-1.90705,-10.0053
2,4,2.4,-1.31243,-10.4771
3,3,3.3,-0.717816,-10.9488
2,2,2.2,-0.123197,-11.4206
2,4,2.4,-3.93392,-9.28211
1,3,1.3,-3.3393,-9.75387
2,4,2.4,-2.74468,-10.2256
2,3,2.3,-2.15007,-10.6974
2,2,2.2,-1.55545,-11.1691
1,1,1.1,-0.960828,-11.6409
3,3,3.3,-4.77155,-9.50244
2,2,2.2,-4.17693,-9.9742
