Hamming,Manhattan,Mix,v0,v1
3,3,3.3,-3.58232,-10.446
2,2,2.2,-2.9877,-10.9177
3,3,3.3,-2.39308,-11.3895
2,2,2.2,-1.79846,-11.8612
2,2,2.2,-5.60918,-9.72278
1,1,1.1,-5.01457,-10.1945
2,2,2.2,-4.41995,-10.6663
1,1,1.1,-3.82533,-11.1381
2,2,2.2,-3.23071,-11.6098
2,3,2.3,-2.63609,-12.0816
3,6,3.6,-0.898313,-10.1762
2,5,2.5,-0.303695,-10.648
3,4,3.4,0.290924,-11.1197
2,3,2.3,0.885542,-11.5915
2,2,2.2,1.48016,-12.0633
3,3,3.3,2.07478,-12.535
2,5,2.5,-1.73594,-10.3966
2,4,2.4,-1.14133,-10.8683
2,3,2.3,-0.546707,-11.3401
1,2,1.2,0.0479112,-11.8118
1,1,1.1,0.64253,-12.2836
2,2,2.2,1.23715,-12.7554
3,4,3.4,-2.57358,-10.6169
2,3,2.3,-1.97896,-11.0887
3,4,3.4,-1.38434,-11.5604
2,3,2.3,-0.78972,-12.0322
2,2,2.2,-0.195101,-12.5039
3,3,3.3,0.399517,-12.9757
2,3,2.3,-3.41121,-10.8372
1,2,1.2,-2.81659,-11.309
2,3,2.3,-2.22197,-11.7807
2,2,2.2,-1.62735,-12.2525
1,1,1.1,-1.03273,-12.7243
2,2,2.2,-0.438114,-13.196
2,2,2.2,-4.24884,-11.0576
1,1,1.1,-3.65422,-11.5293
2,2,2.2,-3.0596,-12.0011
1,1,1.1,-2.46498,-12.4728
2,2,2.2,-1.87036,-12.9446
2,3,2.3,-1.27575,-13.4164
3,3,3.3,-5.08647,-11.2779
2,2,2.2,-4.49185,-11.7497
3,3,3.3,-3.89723,-12.2214
2,2,2.2,-3.30261,-12.6932
2,3,2.3,-2.708,-13.1649
3,4,3.4,-2.11338,-13.6367
3,10,3.1,-3.43122,-2.13577
3,9,3.9,-2.8366,-2.60753
3,8,3.8,-2.24199,-3.07929
2,7,2.7,-1.64737,-3.55105
2,6,2.6,-1.05275,-4.02281
2,5,2.5,-0.45813,-4.49457
3,9,3.9,-4.26885,-2.35611
3,8,3.8,-3.67424,-2.82787
3,7,3.7,-3.07962,-3.29963
2,6,2.6,-2.485,-3.77139
2,5,2.5,-1.89038,-4.24315
2,4,2.4,-1.29576,-4.71491
3,8,3.8,-5.10649,-2.57644
3,7,3.7,-4.51187,-3.0482
3,6,3.6,-3.91725,-3.51996
2,5,2.5,-3.32263,-3.99172
2,4,2.4,-2.72801,-4.46348
2,3,2.3,-2.13339,-4.93524
2,7,2.7,-5.94412,-2.79678
2,6,2.6,-5.3495,-3.26854
2,5,2.5,-4.75488,-3.7403
2,4,2.4,-4.16026,-4.21206
1,3,1.3,-3.56564,-4.68382
1,2,1.2,-2.97102,-5.15558
2,6,2.6,-6.78175,-3.01711
2,5,2.5,-6.18713,-3.48887
2,4,2.4,-5.59251,-3.96063
1,3,1.3,-4.99789,-4.43239
2,2,2.2,-4.40327,-4.90415
1,1,1.1,-3.80866,-5.37591
2,5,2.5,-7.61938,-3.23745
2,4,2.4,-7.02476,-3.70921
2,3,2.3,-6.43014,-4.18097
1,2,1.2,-5.83552,-4.65273
1,1,1.1,-5.24091,-5.12449
2,2,2.2,-4.64629,-5.59625
3,9,3.9,-2.90851,-3.69089
3,8,3.8,-2.31389,-4.16265
3,7,3.7,-1.71927,-4.63441
2,6,2.6,-1.12465,-5.10617
2,5,2.5,-0.530035,-5.57793
2,4,2.4,0.0645838,-6.04969
3,8,3.8,-3.74614,-3.91123
4,9,4.9,-3.15152,-4.38299
4,8,4.8,-2.5569,-4.85475
3,7,3.7,-1.96228,-5.32651
3,6,3.6,-1.36767,-5.79827
3,5,3.5,-0.773048,-6.27003
3,7,3.7,-4.58377,-4.13156
4,8,4.8,-3.98915,-4.60332
4,7,4.7,-3.39453,-5.07508
3,6,3.6,-2.79992,-5.54684
3,5,3.5,-2.2053,-6.0186
3,4,3.4,-1.61068,-6.49036
2,6,2.6,-5.4214,-4.3519
3,7,3.7,-4.82678,-4.82366
3,6,3.6,-4.23217,-5.29542
3,5,3.5,-3.63755,-5.76718
2,4,2.4,-3.04293,-6.23894
2,3,2.3,-2.44831,-6.7107
2,5,2.5,-6.25903,-4.57223
3,6,3.6,-5.66442,-5.04399
3,5,3.5,-5.0698,-5.51575
2,4,2.4,-4.47518,-5.98751
3,3,3.3,-3.88056,-6.45927
2,2,2.2,-3.28594,-6.93103
2,4,2.4,-7.09667,-4.79257
3,5,3.5,-6.50205,-5.26433
3,4,3.4,-5.90743,-5.73609
2,3,2.3,-5.31281,-6.20785
2,2,2.2,-4.71819,-6.67961
3,3,3.3,-4.12357,-7.15137
3,8,3.8,-2.3858,-5.24601
3,7,3.7,-1.79118,-5.71777
3,6,3.6,-1.19656,-6.18953
2,5,2.5,-0.601939,-6.66129
2,4,2.4,-0.00732059,-7.13305
2,3,2.3,0.587298,-7.60481
3,7,3.7,-3.22343,-5.46635
4,8,4.8,-2.62881,-5.93811
4,7,4.7,-2.03419,-6.40987
3,6,3.6,-1.43957,-6.88163
3,5,3.5,-0.844952,-7.35339
3,4,3.4,-0.250333,-7.82515
3,6,3.6,-4.06106,-5.68668
4,7,4.7,-3.46644,-6.15844
4,8,4.8,-2.87182,-6.6302
3,7,3.7,-2.2772,-7.10196
3,6,3.6,-1.68258,-7.57372
3,5,3.5,-1.08796,-8.04548
2,5,2.5,-4.89869,-5.90702
3,6,3.6,-4.30407,-6.37878
3,7,3.7,-3.70945,-6.85054
3,6,3.6,-3.11483,-7.3223
2,5,2.5,-2.52021,-7.79406
2,4,2.4,-1.9256,-8.26582
2,4,2.4,-5.73632,-6.12735
3,5,3.5,-5.1417,-6.59911
3,6,3.6,-4.54708,-7.07087
2,5,2.5,-3.95246,-7.54263
3,4,3.4,-3.35785,-8.01439
2,3,2.3,-2.76323,-8.48615
2,3,2.3,-6.57395,-6.34769
3,4,3.4,-5.97933,-6.81945
3,5,3.5,-5.38471,-7.29121
2,4,2.4,-4.7901,-7.76297
2,3,2.3,-4.19548,-8.23473
3,4,3.4,-3.60086,-8.70649
2,7,2.7,-1.86308,-6.80113
2,6,2.6,-1.26846,-7.27289
2,5,2.5,-0.673844,-7.74465
2,4,2.4,-0.079225,-8.21641
1,3,1.3,0.515394,-8.68817
1,2,1.2,1.11001,-9.15993
2,6,2.6,-2.70071,-7.02147
3,7,3.7,-2.10609,-7.49323
3,6,3.6,-1.51147,-7.96499
3,5,3.5,-0.916856,-8.43675
2,4,2.4,-0.322238,-8.90851
2,3,2.3,0.272381,-9.38027
2,5,2.5,-3.53834,-7.2418
3,6,3.6,-2.94372,-7.71356
3,7,3.7,-2.34911,-8.18532
3,6,3.6,-1.75449,-8.65708
2,5,2.5,-1.15987,-9.12884
2,4,2.4,-0.56525,-9.6006
2,4,2.4,-4.37597,-7.46214
3,5,3.5,-3.78136,-7.9339
3,6,3.6,-3.18674,-8.40566
3,5,3.5,-2.59212,-8.87742
2,4,2.4,-1.9975,-9.34918
2,3,2.3,-1.40288,-9.82094
1,3,1.3,-5.21361,-7.68247
2,4,2.4,-4.61899,-8.15423
2,5,2.5,-4.02437,-8.62599
2,4,2.4,-3.42975,-9.09775
2,3,2.3,-2.83513,-9.56951
1,2,1.2,-2.24051,-10.0413
1,2,1.2,-6.05124,-7.90281
2,3,2.3,-5.45662,-8.37457
2,4,2.4,-4.862,-8.84633
2,3,2.3,-4.26738,-9.31809
1,2,1.2,-3.67276,-9.78985
2,3,2.3,-3.07814,-10.2616
2,6,2.6,-1.34037,-8.35625
2,5,2.5,-0.745748,-8.82801
2,4,2.4,-0.151129,-9.29977
1,3,1.3,0.443489,-9.77153
2,2,2.2,1.03811,-10.2433
1,1,1.1,1.63273,-10.7151
2,5,2.5,-2.178,-8.57659
3,6,3.6,-1.58338,-9.04835
3,5,3.5,-0.988761,-9.52011
2,4,2.4,-0.394142,-9.99187
3,3,3.3,0.200477,-10.4636
2,2,2.2,0.795095,-10.9354
2,4,2.4,-3.01563,-8.79692
3,5,3.5,-2.42101,-9.26868
3,6,3.6,-1.82639,-9.74044
2,5,2.5,-1.23177,-10.2122
3,4,3.4,-0.637155,-10.684
2,3,2.3,-0.0425361,-11.1557
1,3,1.3,-3.85326,-9.01726
2,4,2.4,-3.25864,-9.48902
2,5,2.5,-2.66402,-9.96078
2,4,2.4,-2.0694,-10.4325
2,3,2.3,-1.47479,-10.9043
1,2,1.2,-0.880167,-11.3761
2,2,2.2,-4.69089,-9.23759
3,3,3.3,-4.09627,-9.70935
3,4,3.4,-3.50165,-10.1811
2,3,2.3,-2.90704,-10.6529
3,4,3.4,-2.31242,-11.1246
2,3,2.3,-1.7178,-11.5964
1,1,1.1,-5.52852,-9.45793
2,2,2.2,-4.9339,-9.92969
2,3,2.3,-4.33929,-10.4014
1,2,1.2,-3.74467,-10.8732
2,3,2.3,-3.15005,-11.345
2,4,2.4,-2.55543,-11.8167
2,5,2.5,-0.817652,-9.91137
2,4,2.4,-0.223034,-10.3831
2,3,2.3,0.371585,-10.8549
1,2,1.2,0.966204,-11.3267
1,1,1.1,1.56082,-11.7984
2,2,2.2,2.15544,-12.2702
2,4,2.4,-1.65528,-10.1317
3,5,3.5,-1.06067,-10.6035
3,4,3.4,-0.466046,-11.0752
2,3,2.3,0.128572,-11.547
2,2,2.2,0.723191,-12.0187
3,3,3.3,1.31781,-12.4905
2,3,2.3,-2.49291,-10.352
3,4,3.4,-1.8983,-10.8238
3,5,3.5,-1.30368,-11.2956
2,4,2.4,-0.709059,-11.7673
2,3,2.3,-0.11444,-12.2391
3,4,3.4,0.480178,-12.7108
1,2,1.2,-3.33055,-10.5724
2,3,2.3,-2.73593,-11.0441
2,4,2.4,-2.14131,-11.5159
2,3,2.3,-1.54669,-11.9877
1,2,1.2,-0.952072,-12.4594
2,3,2.3,-0.357453,-12.9312
1,1,1.1,-4.16818,-10.7927
2,2,2.2,-3.57356,-11.2645
2,3,2.3,-2.97894,-11.7362
1,2,1.2,-2.38432,-12.208
2,3,2.3,-1.7897,-12.6798
2,4,2.4,-1.19508,-13.1515
2,2,2.2,-5.00581,-11.013
3,3,3.3,-4.41119,-11.4848
3,4,3.4,-3.81657,-11.9566
2,3,2.3,-3.22195,-12.4283
2,4,2.4,-2.62733,-12.9001
3,5,3.5,-2.03272,-13.3718
4,9,4.9,-3.35056,-1.87093
3,8,3.8,-2.75594,-2.34268
4,7,4.7,-2.16133,-2.81444
3,6,3.6,-1.56671,-3.2862
3,5,3.5,-0.972088,-3.75796
3,4,3.4,-0.377469,-4.22972
3,8,3.8,-4.18819,-2.09126
3,7,3.7,-3.59358,-2.56302
3,6,3.6,-2.99896,-3.03478
2,5,2.5,-2.40434,-3.50654
2,4,2.4,-1.80972,-3.9783
2,3,2.3,-1.2151,-4.45006
4,7,4.7,-5.02583,-2.31159
3,6,3.6,-4.43121,-2.78335
4,7,4.7,-3.83659,-3.25511
3,6,3.6,-3.24197,-3.72687
3,5,3.5,-2.64735,-4.19863
3,4,3.4,-2.05273,-4.67039
3,6,3.6,-5.86346,-2.53193
2,5,2.5,-5.26884,-3.00369
3,6,3.6,-4.67422,-3.47545
3,5,3.5,-4.0796,-3.94721
2,4,2.4,-3.48498,-4.41897
2,3,2.3,-2.89036,-4.89073
3,5,3.5,-6.70109,-2.75226
2,4,2.4,-6.10647,-3.22402
3,5,3.5,-5.51185,-3.69578
2,4,2.4,-4.91723,-4.16754
3,3,3.3,-4.32261,-4.6393
2,2,2.2,-3.72799,-5.11106
3,4,3.4,-7.53872,-2.9726
2,3,2.3,-6.9441,-3.44436
3,4,3.4,-6.34948,-3.91612
2,3,2.3,-5.75486,-4.38788
2,2,2.2,-5.16024,-4.85964
3,3,3.3,-4.56563,-5.3314
3,8,3.8,-2.82785,-3.42604
3,7,3.7,-2.23323,-3.8978
3,6,3.6,-1.63861,-4.36956
2,5,2.5,-1.04399,-4.84132
2,4,2.4,-0.449374,-5.31308
2,3,2.3,0.145245,-5.78484
3,7,3.7,-3.66548,-3.64638
4,8,4.8,-3.07086,-4.11814
4,7,4.7,-2.47624,-4.5899
3,6,3.6,-1.88162,-5.06166
3,5,3.5,-1.28701,-5.53342
3,4,3.4,-0.692386,-6.00518
3,6,3.6,-4.50311,-3.86671
4,7,4.7,-3.90849,-4.33847
4,8,4.8,-3.31387,-4.81023
3,7,3.7,-2.71926,-5.28199
3,6,3.6,-2.12464,-5.75375
3,5,3.5,-1.53002,-6.22551
2,5,2.5,-5.34074,-4.08705
3,6,3.6,-4.74612,-4.55881
3,7,3.7,-4.1515,-5.03057
3,6,3.6,-3.55689,-5.50233
2,5,2.5,-2.96227,-5.97409
2,4,2.4,-2.36765,-6.44585
2,4,2.4,-6.17837,-4.30738
3,5,3.5,-5.58375,-4.77914
3,6,3.6,-4.98914,-5.2509
2,5,2.5,-4.39452,-5.72266
3,4,3.4,-3.7999,-6.19442
2,3,2.3,-3.20528,-6.66618
2,3,2.3,-7.016,-4.52772
3,4,3.4,-6.42139,-4.99948
3,5,3.5,-5.82677,-5.47124
2,4,2.4,-5.23215,-5.943
2,3,2.3,-4.63753,-6.41476
3,4,3.4,-4.04291,-6.88652
4,7,4.7,-2.30513,-4.98116
3,6,3.6,-1.71052,-5.45292
4,7,4.7,-1.1159,-5.92468
3,6,3.6,-0.521278,-6.39644
3,5,3.5,0.0733404,-6.8682
3,4,3.4,0.667959,-7.33996
3,6,3.6,-3.14277,-5.2015
4,7,4.7,-2.54815,-5.67326
4,8,4.8,-1.95353,-6.14502
3,7,3.7,-1.35891,-6.61678
3,6,3.6,-0.764291,-7.08854
3,5,3.5,-0.169672,-7.5603
4,7,4.7,-3.9804,-5.42183
4,8,4.8,-3.38578,-5.89359
5,9,5.9,-2.79116,-6.36535
4,8,4.8,-2.19654,-6.83711
4,7,4.7,-1.60192,-7.30887
4,6,4.6,-1.0073,-7.78063
3,6,3.6,-4.81803,-5.64217
3,7,3.7,-4.22341,-6.11393
4,8,4.8,-3.62879,-6.58569
4,7,4.7,-3.03417,-7.05745
3,6,3.6,-2.43955,-7.52921
3,5,3.5,-1.84493,-8.00097
3,5,3.5,-5.65566,-5.8625
3,6,3.6,-5.06104,-6.33426
4,7,4.7,-4.46642,-6.80602
3,6,3.6,-3.8718,-7.27778
4,5,4.5,-3.27718,-7.74954
3,4,3.4,-2.68257,-8.2213
3,4,3.4,-6.49329,-6.08284
3,5,3.5,-5.89867,-6.5546
4,6,4.6,-5.30405,-7.02636
3,5,3.5,-4.70943,-7.49812
3,4,3.4,-4.11482,-7.96988
4,5,4.5,-3.5202,-8.44164
3,6,3.6,-1.78242,-6.53628
2,5,2.5,-1.1878,-7.00804
3,6,3.6,-0.593183,-7.4798
3,5,3.5,0.00143604,-7.95156
2,4,2.4,0.596055,-8.42332
2,3,2.3,1.19067,-8.89508
2,5,2.5,-2.62005,-6.75662
3,6,3.6,-2.02543,-7.22838
3,7,3.7,-1.43081,-7.70014
3,6,3.6,-0.836195,-8.1719
2,5,2.5,-0.241577,-8.64366
2,4,2.4,0.353042,-9.11542
3,6,3.6,-3.45768,-6.97695
3,7,3.7,-2.86306,-7.44871
4,8,4.8,-2.26845,-7.92047
4,7,4.7,-1.67383,-8.39223
3,6,3.6,-1.07921,-8.86399
3,5,3.5,-0.484589,-9.33575
3,5,3.5,-4.29531,-7.19729
3,6,3.6,-3.7007,-7.66905
4,7,4.7,-3.10608,-8.14081
4,6,4.6,-2.51146,-8.61257
3,5,3.5,-1.91684,-9.08433
3,4,3.4,-1.32222,-9.55609
2,4,2.4,-5.13295,-7.41762
2,5,2.5,-4.53833,-7.88938
3,6,3.6,-3.94371,-8.36114
3,5,3.5,-3.34909,-8.8329
3,4,3.4,-2.75447,-9.30466
2,3,2.3,-2.15985,-9.77642
2,3,2.3,-5.97058,-7.63796
2,4,2.4,-5.37596,-8.10972
3,5,3.5,-4.78134,-8.58148
3,4,3.4,-4.18672,-9.05324
2,3,2.3,-3.5921,-9.525
3,4,3.4,-2.99748,-9.99676
3,5,3.5,-1.25971,-8.0914
2,4,2.4,-0.665087,-8.56316
3,5,3.5,-0.0704684,-9.03492
2,4,2.4,0.52415,-9.50668
3,3,3.3,1.11877,-9.97844
2,2,2.2,1.71339,-10.4502
2,4,2.4,-2.09734,-8.31174
3,5,3.5,-1.50272,-8.7835
3,6,3.6,-0.9081,-9.25526
2,5,2.5,-0.313481,-9.72702
3,4,3.4,0.281138,-10.1988
2,3,2.3,0.875756,-10.6705
3,5,3.5,-2.93497,-8.53207
3,6,3.6,-2.34035,-9.00383
4,7,4.7,-1.74573,-9.47559
3,6,3.6,-1.15111,-9.94735
4,5,4.5,-0.556494,-10.4191
3,4,3.4,0.0381249,-10.8909
2,4,2.4,-3.7726,-8.75241
2,5,2.5,-3.17798,-9.22417
3,6,3.6,-2.58336,-9.69593
3,5,3.5,-1.98874,-10.1677
3,4,3.4,-1.39413,-10.6394
2,3,2.3,-0.799506,-11.1112
3,3,3.3,-4.61023,-8.97274
3,4,3.4,-4.01561,-9.4445
4,5,4.5,-3.42099,-9.91626
3,4,3.4,-2.82637,-10.388
4,5,4.5,-2.23176,-10.8598
3,4,3.4,-1.63714,-11.3315
2,2,2.2,-5.44786,-9.19308
2,3,2.3,-4.85324,-9.66484
3,4,3.4,-4.25862,-10.1366
2,3,2.3,-3.66401,-10.6084
3,4,3.4,-3.06939,-11.0801
3,5,3.5,-2.47477,-11.5519
3,4,3.4,-0.736991,-9.64652
2,3,2.3,-0.142373,-10.1183
3,4,3.4,0.452246,-10.59
2,3,2.3,1.04686,-11.0618
2,2,2.2,1.64148,-11.5336
3,3,3.3,2.2361,-12.0053
2,3,2.3,-1.57462,-9.86686
3,4,3.4,-0.980004,-10.3386
3,5,3.5,-0.385385,-10.8104
2,4,2.4,0.209233,-11.2821
2,3,2.3,0.803852,-11.7539
3,4,3.4,1.39847,-12.2257
3,4,3.4,-2.41225,-10.0872
3,5,3.5,-1.81764,-10.559
4,6,4.6,-1.22302,-11.0307
3,5,3.5,-0.628398,-11.5025
3,4,3.4,-0.0337795,-11.9742
4,5,4.5,0.560839,-12.446
2,3,2.3,-3.24989,-10.3075
2,4,2.4,-2.65527,-10.7793
3,5,3.5,-2.06065,-11.251
3,4,3.4,-1.46603,-11.7228
2,3,2.3,-0.871411,-12.1946
3,4,3.4,-0.276792,-12.6663
2,2,2.2,-4.08752,-10.5279
2,3,2.3,-3.4929,-10.9996
3,4,3.4,-2.89828,-11.4714
2,3,2.3,-2.30366,-11.9431
3,4,3.4,-1.70904,-12.4149
3,5,3.5,-1.11442,-12.8867
3,3,3.3,-4.92515,-10.7482
3,4,3.4,-4.33053,-11.22
4,5,4.5,-3.73591,-11.6917
3,4,3.4,-3.14129,-12.1635
3,5,3.5,-2.54667,-12.6352
4,6,4.6,-1.95205,-13.107
3,8,3.8,-3.2699,-1.60608
2,7,2.7,-2.67528,-2.07784
3,6,3.6,-2.08066,-2.5496
3,5,3.5,-1.48605,-3.02136
2,4,2.4,-0.891427,-3.49311
2,3,2.3,-0.296808,-3.96487
2,7,2.7,-4.10753,-1.82641
2,6,2.6,-3.51291,-2.29817
2,5,2.5,-2.9183,-2.76993
2,4,2.4,-2.32368,-3.24169
1,3,1.3,-1.72906,-3.71345
1,2,1.2,-1.13444,-4.18521
3,6,3.6,-4.94516,-2.04675
2,5,2.5,-4.35055,-2.51851
3,6,3.6,-3.75593,-2.99026
3,5,3.5,-3.16131,-3.46202
2,4,2.4,-2.56669,-3.93378
2,3,2.3,-1.97207,-4.40554
3,5,3.5,-5.7828,-2.26708
2,4,2.4,-5.18818,-2.73884
3,5,3.5,-4.59356,-3.2106
3,4,3.4,-3.99894,-3.68236
2,3,2.3,-3.40432,-4.15412
2,2,2.2,-2.8097,-4.62588
2,4,2.4,-6.62043,-2.48741
1,3,1.3,-6.02581,-2.95917
2,4,2.4,-5.43119,-3.43093
2,3,2.3,-4.83657,-3.90269
2,2,2.2,-4.24195,-4.37445
1,1,1.1,-3.64733,-4.84621
2,3,2.3,-7.45806,-2.70775
1,2,1.2,-6.86344,-3.17951
2,3,2.3,-6.26882,-3.65127
2,2,2.2,-5.6742,-4.12303
1,1,1.1,-5.07958,-4.59479
2,2,2.2,-4.48496,-5.06655
2,7,2.7,-2.74719,-3.1612
2,6,2.6,-2.15257,-3.63296
2,5,2.5,-1.55795,-4.10471
2,4,2.4,-0.963331,-4.57647
1,3,1.3,-0.368713,-5.04823
1,2,1.2,0.225906,-5.51999
2,6,2.6,-3.58482,-3.38153
3,7,3.7,-2.9902,-3.85329
3,6,3.6,-2.39558,-4.32505
3,5,3.5,-1.80096,-4.79681
2,4,2.4,-1.20634,-5.26857
2,3,2.3,-0.611725,-5.74033
2,5,2.5,-4.42245,-3.60186
3,6,3.6,-3.82783,-4.07362
3,7,3.7,-3.23321,-4.54538
3,6,3.6,-2.63859,-5.01714
2,5,2.5,-2.04398,-5.4889
2,4,2.4,-1.44936,-5.96066
2,4,2.4,-5.26008,-3.8222
3,5,3.5,-4.66546,-4.29396
3,6,3.6,-4.07084,-4.76572
3,5,3.5,-3.47623,-5.23748
2,4,2.4,-2.88161,-5.70924
2,3,2.3,-2.28699,-6.181
1,3,1.3,-6.09771,-4.04253
2,4,2.4,-5.50309,-4.51429
2,5,2.5,-4.90848,-4.98605
2,4,2.4,-4.31386,-5.45781
2,3,2.3,-3.71924,-5.92957
1,2,1.2,-3.12462,-6.40133
1,2,1.2,-6.93534,-4.26287
2,3,2.3,-6.34073,-4.73463
2,4,2.4,-5.74611,-5.20639
2,3,2.3,-5.15149,-5.67815
1,2,1.2,-4.55687,-6.14991
2,3,2.3,-3.96225,-6.62167
3,6,3.6,-2.22447,-4.71631
2,5,2.5,-1.62985,-5.18807
3,6,3.6,-1.03524,-5.65983
3,5,3.5,-0.440617,-6.13159
2,4,2.4,0.154001,-6.60335
2,3,2.3,0.74862,-7.07511
2,5,2.5,-3.0621,-4.93665
3,6,3.6,-2.46749,-5.40841
3,7,3.7,-1.87287,-5.88017
3,6,3.6,-1.27825,-6.35193
2,5,2.5,-0.68363,-6.82369
2,4,2.4,-0.0890113,-7.29545
3,6,3.6,-3.89974,-5.15698
3,7,3.7,-3.30512,-5.62874
4,8,4.8,-2.7105,-6.1005
4,7,4.7,-2.11588,-6.57226
3,6,3.6,-1.52126,-7.04402
3,5,3.5,-0.926643,-7.51578
3,5,3.5,-4.73737,-5.37732
3,6,3.6,-4.14275,-5.84908
4,7,4.7,-3.54813,-6.32084
4,6,4.6,-2.95351,-6.7926
3,5,3.5,-2.35889,-7.26436
3,4,3.4,-1.76427,-7.73612
2,4,2.4,-5.575,-5.59765
2,5,2.5,-4.98038,-6.06941
3,6,3.6,-4.38576,-6.54117
3,5,3.5,-3.79114,-7.01293
3,4,3.4,-3.19652,-7.48469
2,3,2.3,-2.60191,-7.95645
2,3,2.3,-6.41263,-5.81799
2,4,2.4,-5.81801,-6.28975
3,5,3.5,-5.22339,-6.76151
3,4,3.4,-4.62877,-7.23327
2,3,2.3,-4.03416,-7.70503
3,4,3.4,-3.43954,-8.17679
3,5,3.5,-1.70176,-6.27143
2,4,2.4,-1.10714,-6.74319
3,5,3.5,-0.512522,-7.21495
3,4,3.4,0.082097,-7.68671
2,3,2.3,0.676716,-8.15847
2,2,2.2,1.27133,-8.63023
2,4,2.4,-2.53939,-6.49177
3,5,3.5,-1.94477,-6.96353
3,6,3.6,-1.35015,-7.43529
3,5,3.5,-0.755534,-7.90705
2,4,2.4,-0.160916,-8.37881
2,3,2.3,0.433703,-8.85057
3,5,3.5,-3.37702,-6.7121
3,6,3.6,-2.7824,-7.18386
4,7,4.7,-2.18778,-7.65562
4,6,4.6,-1.59317,-8.12738
3,5,3.5,-0.998547,-8.59914
3,4,3.4,-0.403928,-9.0709
3,4,3.4,-4.21465,-6.93244
3,5,3.5,-3.62003,-7.4042
4,6,4.6,-3.02542,-7.87596
4,7,4.7,-2.4308,-8.34772
3,6,3.6,-1.83618,-8.81948
3,5,3.5,-1.24156,-9.29124
2,3,2.3,-5.05228,-7.15277
2,4,2.4,-4.45767,-7.62453
3,5,3.5,-3.86305,-8.09629
3,6,3.6,-3.26843,-8.56805
3,5,3.5,-2.67381,-9.03981
2,4,2.4,-2.07919,-9.51157
2,2,2.2,-5.88992,-7.37311
2,3,2.3,-5.2953,-7.84487
3,4,3.4,-4.70068,-8.31663
3,5,3.5,-4.10606,-8.78839
2,4,2.4,-3.51144,-9.26015
3,5,3.5,-2.91682,-9.73191
2,4,2.4,-1.17904,-7.82655
1,3,1.3,-0.584426,-8.29831
2,4,2.4,0.0101927,-8.77007
2,3,2.3,0.604811,-9.24183
2,2,2.2,1.19943,-9.71359
1,1,1.1,1.79405,-10.1854
1,3,1.3,-2.01668,-8.04689
2,4,2.4,-1.42206,-8.51865
2,5,2.5,-0.827439,-8.99041
2,4,2.4,-0.23282,-9.46217
2,3,2.3,0.361799,-9.93393
1,2,1.2,0.956417,-10.4057
2,4,2.4,-2.85431,-8.26722
2,5,2.5,-2.25969,-8.73898
3,6,3.6,-1.66507,-9.21074
3,5,3.5,-1.07045,-9.6825
3,4,3.4,-0.475833,-10.1543
2,3,2.3,0.118786,-10.626
2,3,2.3,-3.69194,-8.48756
2,4,2.4,-3.09732,-8.95932
3,5,3.5,-2.5027,-9.43108
3,6,3.6,-1.90808,-9.90284
3,5,3.5,-1.31346,-10.3746
2,4,2.4,-0.718845,-10.8464
2,2,2.2,-4.52957,-8.70789
2,3,2.3,-3.93495,-9.17965
3,4,3.4,-3.34033,-9.65141
3,5,3.5,-2.74571,-10.1232
3,6,3.6,-2.1511,-10.5949
2,5,2.5,-1.55648,-11.0667
1,1,1.1,-5.3672,-8.92823
1,2,1.2,-4.77258,-9.39999
2,3,2.3,-4.17796,-9.87175
2,4,2.4,-3.58335,-10.3435
2,5,2.5,-2.98873,-10.8153
2,6,2.6,-2.39411,-11.287
2,3,2.3,-0.65633,-9.38167
1,2,1.2,-0.0617117,-9.85343
2,3,2.3,0.532907,-10.3252
2,2,2.2,1.12753,-10.797
1,1,1.1,1.72214,-11.2687
2,2,2.2,2.31676,-11.7405
1,2,1.2,-1.49396,-9.60201
2,3,2.3,-0.899343,-10.0738
2,4,2.4,-0.304724,-10.5455
2,3,2.3,0.289894,-11.0173
1,2,1.2,0.884513,-11.489
2,3,2.3,1.47913,-11.9608
2,3,2.3,-2.33159,-9.82234
2,4,2.4,-1.73697,-10.2941
3,5,3.5,-1.14236,-10.7659
3,4,3.4,-0.547737,-11.2376
2,3,2.3,0.0468815,-11.7094
3,4,3.4,0.6415,-12.1811
2,2,2.2,-3.16922,-10.0427
2,3,2.3,-2.57461,-10.5144
3,4,3.4,-1.97999,-10.9862
3,5,3.5,-1.38537,-11.458
2,4,2.4,-0.79075,-11.9297
3,5,3.5,-0.196131,-12.4015
1,1,1.1,-4.00686,-10.263
1,2,1.2,-3.41224,-10.7348
2,3,2.3,-2.81762,-11.2065
2,4,2.4,-2.223,-11.6783
2,5,2.5,-1.62838,-12.1501
2,6,2.6,-1.03376,-12.6218
2,2,2.2,-4.84449,-10.4833
2,3,2.3,-4.24987,-10.9551
3,4,3.4,-3.65525,-11.4269
3,5,3.5,-3.06063,-11.8986
2,6,2.6,-2.46601,-12.3704
3,7,3.7,-1.87139,-12.8421
3,7,3.7,-3.18924,-1.34123
2,6,2.6,-2.59462,-1.81299
3,5,3.5,-2,-2.28475
2,4,2.4,-1.40538,-2.75651
3,3,3.3,-0.810766,-3.22827
2,2,2.2,-0.216147,-3.70003
2,6,2.6,-4.02687,-1.56156
2,5,2.5,-3.43225,-2.03332
2,4,2.4,-2.83763,-2.50508
